scientificName	year	month	day	decimalLatitude	decimalLongitude	url	kingdom	phylum	class	order	family	genus	vernacularName	country
Erigeron karvinskianus	2018.0	7.0	15.0	43.39003	-4.107757	https://observation.org/photos/83915971.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	Spain
Tripleurospermum inodorum	2019.0	7.0	25.0	53.479811	49.363812	https://inaturalist-open-data.s3.amazonaws.com/photos/46083467/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	Russia
Bidens alba	2020.0	1.0	6.0	29.957142	-90.061433	https://inaturalist-open-data.s3.amazonaws.com/photos/66372285/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	"[""shepherd's needles""#""monkey's lice""#'spanish needles'#'white beggarticks'#'romerillo'#""beggar's lice""#'shepherds needles']"	United States
Erigeron coulteri	2019.0	8.0	11.0	38.684819	-119.990528	https://inaturalist-open-data.s3.amazonaws.com/photos/48670250/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""coulter's fleabane""]"	United States
Trifolium repens	2022.0	1.0	4.0	-33.908519	150.928649	https://inaturalist-open-data.s3.amazonaws.com/photos/174916626/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	"['new zealand clover'#'ladino clover'#'white dutch clover'#'white clover'#'giant clover']"	Australia
Arctotis acaulis	2020.0	8.0	31.0	-34.28967	20.360816	https://inaturalist-open-data.s3.amazonaws.com/photos/112687681/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Bellis annua	2024.0	4.0	14.0	35.207859	24.5709	https://observation.org/photos/87871914.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	Greece
Tripleurospermum inodorum	2021.0	6.0	16.0	57.819129	28.329809	https://inaturalist-open-data.s3.amazonaws.com/photos/136999242/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	Russia
Erigeron peregrinus	2020.0	8.0	18.0	57.051166	-135.174752	https://inaturalist-open-data.s3.amazonaws.com/photos/103848569/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['wandering daisy'#'wandering fleabane']"	United States
Bellis sylvestris	2021.0	4.0	6.0	38.861977	-9.310281	https://inaturalist-open-data.s3.amazonaws.com/photos/119729923/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['southern daisy']	Portugal
Erigeron coulteri	2021.0	7.0	29.0	36.598685	-118.723059	https://inaturalist-open-data.s3.amazonaws.com/photos/147206122/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""coulter's fleabane""]"	United States
Erigeron annuus	2022.0	8.0	19.0	52.0	5.55	https://observation.org/photos/56806402.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['annual fleabane'#'tall fleabane'#'white top'#'eastern daisy fleabane']"	Netherlands
Leucanthemum maximum	2021.0	8.0	10.0	47.204255	-121.9915	https://inaturalist-open-data.s3.amazonaws.com/photos/149974602/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	['max chrysanthemum']	United States
Erigeron glaucus	2023.0	5.0	22.0	36.623108	-121.914223	https://inaturalist-open-data.s3.amazonaws.com/photos/282494878/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	['seaside daisy']	United States
Trifolium pratense	2023.0	6.0	18.0	52.961803	-9.438083	https://inaturalist-open-data.s3.amazonaws.com/photos/299444483/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	['red clover']	Ireland
Bidens alba	2022.0	11.0	5.0	31.890765	-82.993161	https://inaturalist-open-data.s3.amazonaws.com/photos/241870531/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	"[""shepherd's needles""#""monkey's lice""#'spanish needles'#'white beggarticks'#'romerillo'#""beggar's lice""#'shepherds needles']"	United States
Arctotis acaulis	2022.0	8.0	28.0	-34.07655	18.830192	https://inaturalist-open-data.s3.amazonaws.com/photos/225924525/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Bellis perennis	2023.0	9.0	16.0	49.080933	19.255154	https://inaturalist-open-data.s3.amazonaws.com/photos/320560761/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	"['common daisy'#'lawn daisy'#'english daisy']"	Slovakia
Erigeron peregrinus	2022.0	6.0	18.0	56.41942	-132.310303	https://inaturalist-open-data.s3.amazonaws.com/photos/207288634/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['wandering daisy'#'wandering fleabane']"	United States
Arctotis acaulis	2021.0	9.0	17.0	-34.475953	20.486444	https://inaturalist-open-data.s3.amazonaws.com/photos/251898915/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Arctotis acaulis	2021.0	9.0	17.0	-34.475953	20.486444	https://inaturalist-open-data.s3.amazonaws.com/photos/251898081/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Erigeron peregrinus	2022.0	6.0	15.0	57.772298	-152.416527	https://inaturalist-open-data.s3.amazonaws.com/photos/206441189/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['wandering daisy'#'wandering fleabane']"	United States
Bellis annua	2022.0	4.0	4.0	39.724699	2.86314	https://inaturalist-open-data.s3.amazonaws.com/photos/198408200/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	Spain
Tanacetum parthenium	2020.0	6.0	2.0	51.95	4.3	https://observation.org/photos/27354038.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	['feverfew']	Netherlands
Erigeron glaucus	2023.0	1.0	16.0	40.838546	-124.1784	https://inaturalist-open-data.s3.amazonaws.com/photos/253095669/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	['seaside daisy']	United States
Arctotis acaulis	2022.0	8.0	28.0	-34.217828	20.469597	https://inaturalist-open-data.s3.amazonaws.com/photos/227547714/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Arctotis acaulis	2022.0	8.0	28.0	-34.217828	20.469597	https://inaturalist-open-data.s3.amazonaws.com/photos/227547727/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Bellis perennis	2023.0	5.0	27.0	55.681427	12.565014	https://inaturalist-open-data.s3.amazonaws.com/photos/283695277/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	"['common daisy'#'lawn daisy'#'english daisy']"	Denmark
Bellis sylvestris	2022.0	12.0	20.0	32.7551	35.028909	https://inaturalist-open-data.s3.amazonaws.com/photos/248487589/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['southern daisy']	Israel
Aphanostephus ramosissimus	2023.0	2.0	24.0	28.82206	-97.856638	https://inaturalist-open-data.s3.amazonaws.com/photos/257801678/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aphanostephus	['lazy daisy']	United States
Erigeron philadelphicus	2023.0	5.0	1.0	38.775605	-77.053214	https://inaturalist-open-data.s3.amazonaws.com/photos/274524460/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""robin's-plantain""#'oakleaf fleabane'#'philadelphia fleabane'#'oak-leaf fleabane']"	United States
Erigeron annuus	2022.0	6.0	25.0	50.526797	36.503045	https://inaturalist-open-data.s3.amazonaws.com/photos/209211189/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['annual fleabane'#'tall fleabane'#'white top'#'eastern daisy fleabane']"	Russia
Leucanthemum vulgare	2023.0	7.0	14.0	40.342354	-80.047892	https://inaturalist-open-data.s3.amazonaws.com/photos/300305626/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	"['ox-eye daisy'#'white weed'#'dog daisy'#'white daisy'#'garden chrysanthemum'#'oxeye daisy'#'marguerite daisy']"	United States
Leucanthemum maximum	2021.0	6.0	26.0	47.571739	-122.28299	https://inaturalist-open-data.s3.amazonaws.com/photos/138995636/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	['max chrysanthemum']	United States
Brachyscome decipiens	2022.0	12.0	4.0	-36.89907	147.23915	https://inaturalist-open-data.s3.amazonaws.com/photos/254635517/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Brachyscome	['field daisy']	Australia
Brachyscome decipiens	2022.0	12.0	4.0	-36.89907	147.23915	https://inaturalist-open-data.s3.amazonaws.com/photos/254635503/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Brachyscome	['field daisy']	Australia
Erigeron karvinskianus	2023.0	9.0	7.0	48.395231	-4.435201	https://observation.org/photos/76885370.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	France
Leucanthemum maximum	2023.0	4.0	29.0	-16.492217	-68.119275	https://inaturalist-open-data.s3.amazonaws.com/photos/272436869/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	['max chrysanthemum']	Bolivia
Aphanostephus ramosissimus	2022.0	5.0	4.0	20.093888	-98.710267	https://inaturalist-open-data.s3.amazonaws.com/photos/197305798/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aphanostephus	['lazy daisy']	Mexico
Erigeron philadelphicus	2023.0	4.0	3.0	33.95697	-83.391725	https://inaturalist-open-data.s3.amazonaws.com/photos/267959094/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""robin's-plantain""#'oakleaf fleabane'#'philadelphia fleabane'#'oak-leaf fleabane']"	United States
Bellis perennis	2024.0	4.0	7.0	52.4	4.85	https://observation.org/photos/87000657.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	"['common daisy'#'lawn daisy'#'english daisy']"	Netherlands
Bellis annua	2008.0	3.0	8.0	35.270874	-0.776001	https://inaturalist-open-data.s3.amazonaws.com/photos/245588622/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	Algeria
Trifolium repens	2024.0	5.0	12.0	51.55	6.0	https://observation.org/photos/90213442.jpg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	"['new zealand clover'#'ladino clover'#'white dutch clover'#'white clover'#'giant clover']"	Netherlands
Bidens alba	2022.0	10.0	17.0	24.728627	121.810373	https://inaturalist-open-data.s3.amazonaws.com/photos/247948977/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	"[""shepherd's needles""#""monkey's lice""#'spanish needles'#'white beggarticks'#'romerillo'#""beggar's lice""#'shepherds needles']"	Taiwan
Trifolium repens	2022.0	7.0	13.0	52.535045	-125.814622	https://inaturalist-open-data.s3.amazonaws.com/photos/216429427/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	"['new zealand clover'#'ladino clover'#'white dutch clover'#'white clover'#'giant clover']"	Canada
Erigeron karvinskianus	2022.0	3.0	2.0	41.613745	-8.652068	https://inaturalist-open-data.s3.amazonaws.com/photos/186524722/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	Portugal
Erigeron strigosus	2023.0	6.0	15.0	55.890848	43.707621	https://inaturalist-open-data.s3.amazonaws.com/photos/291170215/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['daisy fleabane'#'rough fleabane'#'prairie fleabane'#'whitetop'#'whitetop fleabane']"	Russia
Gomphrena globosa	2022.0	12.0	4.0	27.955015	-97.180884	https://inaturalist-open-data.s3.amazonaws.com/photos/246659676/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Gomphrena	['globe amaranth']	United States
Tanacetum parthenium	2021.0	6.0	15.0	51.8	5.75	https://observation.org/photos/37401688.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	['feverfew']	Netherlands
Tanacetum parthenium	2023.0	9.0	15.0	52.2	5.1	https://observation.org/photos/77362510.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	['feverfew']	Netherlands
Tripleurospermum inodorum	2022.0	7.0	21.0	58.507563	31.249897	https://inaturalist-open-data.s3.amazonaws.com/photos/216216951/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	Russia
Brachyscome decipiens	2022.0	11.0	7.0	-37.025503	147.309095	https://inaturalist-open-data.s3.amazonaws.com/photos/242126476/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Brachyscome	['field daisy']	Australia
Brachyscome decipiens	2022.0	11.0	7.0	-37.025503	147.309095	https://inaturalist-open-data.s3.amazonaws.com/photos/242126499/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Brachyscome	['field daisy']	Australia
Tripleurospermum inodorum	2023.0	8.0	4.0	51.836572	0.997825	https://inaturalist-open-data.s3.amazonaws.com/photos/307197270/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	United Kingdom
Tripleurospermum inodorum	2023.0	7.0	9.0	47.01116	39.553064	https://inaturalist-open-data.s3.amazonaws.com/photos/298512493/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	Russia
Trifolium pratense	2023.0	9.0	19.0	42.640986	-95.213774	https://inaturalist-open-data.s3.amazonaws.com/photos/321073831/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	['red clover']	United States
Erigeron karvinskianus	2022.0	4.0	26.0	37.449569	-122.187694	https://inaturalist-open-data.s3.amazonaws.com/photos/190956550/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	United States
Matricaria chamomilla	2023.0	7.0	6.0	52.966089	5.817903	https://inaturalist-open-data.s3.amazonaws.com/photos/297435057/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria	"['scented mayweed'#'annual chamomile'#'false chamomile'#'wild chamomile'#'german chamomile']"	Netherlands
Bellis annua	2022.0	5.0	21.0	36.356717	3.718109	https://inaturalist-open-data.s3.amazonaws.com/photos/251342085/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	Algeria
Bellis annua	2022.0	5.0	21.0	36.356717	3.718109	https://inaturalist-open-data.s3.amazonaws.com/photos/251343150/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	Algeria
Trifolium pratense	2023.0	5.0	29.0	53.885503	27.605344	https://inaturalist-open-data.s3.amazonaws.com/photos/284491157/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	['red clover']	Belarus
Erigeron karvinskianus	2020.0	9.0	22.0	51.85	5.85	https://observation.org/photos/30993769.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	Netherlands
Gomphrena globosa	2022.0	10.0	24.0	17.628191	-101.539326	https://inaturalist-open-data.s3.amazonaws.com/photos/239430097/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Gomphrena	['globe amaranth']	Mexico
Bellis annua	2018.0	4.0	14.0	41.933542	9.406056	https://inaturalist-open-data.s3.amazonaws.com/photos/174282933/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	France
Bellis annua	2022.0	11.0	1.0	43.336371	5.029733	https://inaturalist-open-data.s3.amazonaws.com/photos/241812131/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	France
Erigeron philadelphicus	2021.0	5.0	19.0	40.731943	-74.241199	https://inaturalist-open-data.s3.amazonaws.com/photos/130526535/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""robin's-plantain""#'oakleaf fleabane'#'philadelphia fleabane'#'oak-leaf fleabane']"	United States
Erigeron strigosus	2022.0	6.0	29.0	42.56285	-76.260745	https://inaturalist-open-data.s3.amazonaws.com/photos/210191847/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['daisy fleabane'#'rough fleabane'#'prairie fleabane'#'whitetop'#'whitetop fleabane']"	United States
Erigeron glaucus	2022.0	7.0	24.0	37.837443	-122.487837	https://inaturalist-open-data.s3.amazonaws.com/photos/217008100/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	['seaside daisy']	United States
Erigeron pulchellus	2022.0	5.0	27.0	43.200283	-89.278142	https://inaturalist-open-data.s3.amazonaws.com/photos/201116105/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""robin's-plantain""#""robin's plantain""]"	United States
Bellis sylvestris	2023.0	3.0	4.0	39.084722	-9.235846	https://inaturalist-open-data.s3.amazonaws.com/photos/259165271/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['southern daisy']	Portugal
Bidens alba	2023.0	4.0	28.0	25.69507	-80.370842	https://inaturalist-open-data.s3.amazonaws.com/photos/271727223/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	"[""shepherd's needles""#""monkey's lice""#'spanish needles'#'white beggarticks'#'romerillo'#""beggar's lice""#'shepherds needles']"	United States
Tripleurospermum inodorum	2023.0	8.0	14.0	55.879866	37.7854	https://inaturalist-open-data.s3.amazonaws.com/photos/310359552/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	Russia
Bellis sylvestris	2022.0	12.0	31.0	32.2415	35.032846	https://inaturalist-open-data.s3.amazonaws.com/photos/250053874/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['southern daisy']	Palestinian Territory
Erigeron coulteri	2022.0	8.0	2.0	38.772263	-119.901297	https://inaturalist-open-data.s3.amazonaws.com/photos/219596659/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""coulter's fleabane""]"	United States
Matricaria chamomilla	2023.0	8.0	29.0	37.85202	-122.190933	https://inaturalist-open-data.s3.amazonaws.com/photos/318250292/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria	"['scented mayweed'#'annual chamomile'#'false chamomile'#'wild chamomile'#'german chamomile']"	United States
Leucanthemum maximum	2017.0	7.0	28.0	37.500301	-122.496094	https://inaturalist-open-data.s3.amazonaws.com/photos/9366208/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	['max chrysanthemum']	United States
Leucanthemum maximum	2017.0	7.0	28.0	37.500301	-122.496094	https://inaturalist-open-data.s3.amazonaws.com/photos/9366204/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	['max chrysanthemum']	United States
Bidens alba	2022.0	10.0	26.0	24.727333	121.810299	https://inaturalist-open-data.s3.amazonaws.com/photos/248425292/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	"[""shepherd's needles""#""monkey's lice""#'spanish needles'#'white beggarticks'#'romerillo'#""beggar's lice""#'shepherds needles']"	Taiwan
Leucanthemum maximum	2021.0	7.0	22.0	37.244237	-122.003028	https://inaturalist-open-data.s3.amazonaws.com/photos/150747841/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	['max chrysanthemum']	United States
Matricaria chamomilla	2020.0	6.0	4.0	52.1	4.5	https://observation.org/photos/27428162.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria	"['scented mayweed'#'annual chamomile'#'false chamomile'#'wild chamomile'#'german chamomile']"	Netherlands
Tanacetum parthenium	2023.0	6.0	25.0	37.239128	-122.067195	https://inaturalist-open-data.s3.amazonaws.com/photos/293821397/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	['feverfew']	United States
Arctotis acaulis	2020.0	10.0	18.0	-33.760107	18.772975	https://inaturalist-open-data.s3.amazonaws.com/photos/100897167/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctotis	['flat african daisy']	South Africa
Erigeron karvinskianus	2020.0	11.0	29.0	21.317102	-157.723278	https://inaturalist-open-data.s3.amazonaws.com/photos/110673581/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	United States
Tripleurospermum inodorum	2022.0	7.0	20.0	55.84698	37.368963	https://inaturalist-open-data.s3.amazonaws.com/photos/215688809/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	"['scentless mayweed'#'scentless chamomile'#'false chamomile'#'scentless false mayweed']"	Russia
Erigeron peregrinus	2022.0	6.0	14.0	55.913613	-134.323117	https://inaturalist-open-data.s3.amazonaws.com/photos/206210433/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['wandering daisy'#'wandering fleabane']"	United States
Erigeron karvinskianus	2023.0	7.0	8.0	41.769102	-8.585846	https://inaturalist-open-data.s3.amazonaws.com/photos/298352112/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['seaside daisy'#'mexican fleabane'#'daisy fleabane'#'latin american fleabane'#'mexican daisy'#'st peter p'#'t daisy'#'santa barbara daisy'#'wall daisy']"	Portugal
Trifolium repens	2022.0	6.0	2.0	54.83877	10.747181	https://inaturalist-open-data.s3.amazonaws.com/photos/202741984/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	"['new zealand clover'#'ladino clover'#'white dutch clover'#'white clover'#'giant clover']"	Denmark
Erigeron pulchellus	2023.0	6.0	1.0	35.399164	-83.044242	https://inaturalist-open-data.s3.amazonaws.com/photos/293761956/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""robin's-plantain""#""robin's plantain""]"	United States
Trifolium repens	2023.0	5.0	12.0	42.809306	-1.617411	https://inaturalist-open-data.s3.amazonaws.com/photos/278617374/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	"['new zealand clover'#'ladino clover'#'white dutch clover'#'white clover'#'giant clover']"	Spain
Leucanthemum vulgare	2023.0	6.0	2.0	52.99363	33.856268	https://inaturalist-open-data.s3.amazonaws.com/photos/285828231/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	"['ox-eye daisy'#'white weed'#'dog daisy'#'white daisy'#'garden chrysanthemum'#'oxeye daisy'#'marguerite daisy']"	Russia
Gomphrena globosa	2023.0	1.0	15.0	-21.169372	-47.811085	https://inaturalist-open-data.s3.amazonaws.com/photos/252291214/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Gomphrena	['globe amaranth']	Brazil
Bellis annua	2023.0	2.0	17.0	40.001897	3.902167	https://inaturalist-open-data.s3.amazonaws.com/photos/256622755/original.jpeg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['annual daisy']	Spain
Bellis sylvestris	2018.0	4.0	22.0	40.867107	-3.68969	https://observation.org/photos/76932542.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	['southern daisy']	Spain
Erigeron strigosus	2023.0	6.0	17.0	34.693614	-92.842488	https://inaturalist-open-data.s3.amazonaws.com/photos/291496533/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"['daisy fleabane'#'rough fleabane'#'prairie fleabane'#'whitetop'#'whitetop fleabane']"	United States
Bidens alba	2022.0	9.0	6.0	24.724068	121.809659	https://inaturalist-open-data.s3.amazonaws.com/photos/248194575/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	"[""shepherd's needles""#""monkey's lice""#'spanish needles'#'white beggarticks'#'romerillo'#""beggar's lice""#'shepherds needles']"	Taiwan
Gomphrena globosa	2022.0	12.0	4.0	27.812402	-97.041671	https://inaturalist-open-data.s3.amazonaws.com/photos/246659553/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Gomphrena	['globe amaranth']	United States
Erigeron philadelphicus	2023.0	4.0	26.0	38.541717	-90.536976	https://inaturalist-open-data.s3.amazonaws.com/photos/271567707/original.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	"[""robin's-plantain""#'oakleaf fleabane'#'philadelphia fleabane'#'oak-leaf fleabane']"	United States
Leucanthemum vulgare	2020.0	8.0	1.0	42.933333	-1.940278	https://observation.org/photos/30303053.jpg	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum	"['ox-eye daisy'#'white weed'#'dog daisy'#'white daisy'#'garden chrysanthemum'#'oxeye daisy'#'marguerite daisy']"	Spain
